id	doi	space	title	authors	year	journal
10355678	10.1093/brain/122.5.943	MNI	A functional neuroimaging study of the variables that generate category-specific  object processing differences.	Moore CJ, Price CJ	1999	Brain : a journal of neurology
10355680	10.1093/brain/122.5.981	TAL	Common inhibitory mechanism in human inferior prefrontal cortex revealed by event-related functional MRI.	Konishi S, Nakajima K, Uchida I, Kikyo H, Kameyama M, Miyashita Y	1999	Brain : a journal of neurology
10356062	10.1093/brain/122.6.1093	MNI	A large-scale distributed network for covert spatial attention: further anatomical delineation based on stringent behavioural and cognitive controls.	Gitelman DR, Nobre AC, Parrish TB, LaBar KS, Kim YH, Meyer JR, Mesulam M	1999	Brain : a journal of neurology
10366639		MNI	Differential neural responses during performance of matching and nonmatching to sample tasks at two delay intervals.	Elliott R, Dolan RJ	1999	The Journal of neuroscience : the official journal of the Society for Neuroscience
10376114	10.1016/S0006-3223(99)00083-9	TAL	Anterior cingulate cortex dysfunction in attention-deficit/hyperactivity disorder revealed by fMRI and the Counting Stroop.	Bush G, Frazier JA, Rauch SL, Seidman LJ, Whalen PJ, Jenike MA, Rosen BR, Biederman J	1999	Biological psychiatry
10388796	10.1093/brain/122.7.1305	TAL	Cerebral correlates of preserved cognitive skills in autism: a functional MRI study of embedded figures task performance.	Ring HA, Baron-Cohen S, Wheelwright S, Williams SC, Brammer M, Andrew C, Bullmore ET	1999	Brain : a journal of neurology
10388797	10.1093/brain/122.7.1317	TAL	Semantic integration in reading: engagement of the right hemisphere during discourse processing.	St George M, Kutas M, Martinez A, Sereno MI	1999	Brain : a journal of neurology
10388802	10.1093/brain/122.7.1367	MNI	Right prefrontal cortex and episodic memory retrieval: a functional MRI test of the monitoring hypothesis.	Henson RN, Shallice T, Dolan RJ	1999	Brain : a journal of neurology
10390028	10.1016/S0028-3932(98)00126-2	TAL	A neural basis for category and modality specificity of semantic knowledge.	Thompson-Schill SL, Aguirre GK, D'Esposito M, Farah MJ	1999	Neuropsychologia
10400241	10.1016/S0304-3940(99)00312-2	MNI	Motivation effects in a dichotic listening task as evident from functional magnetic resonance imaging in human subjects.	Larisch R, Kotter R, Kehren F, Tosch M, Shah NJ, Kalveram KT, Jancke L, Muller-Gartner HW	1999	Neuroscience letters
10400972		TAL	Functional anatomy of pursuit eye movements in humans as revealed by fMRI.	Petit L, Haxby JV	1999	Journal of neurophysiology
10400975		MNI	Movement-related cerebellar activation in the absence of sensory input.	Weeks RA, Gerloff C, Honda M, Dalakas MC, Hallett M	1999	Journal of neurophysiology
10402199	10.1016/S0896-6273(00)80759-X	TAL	Processing of visually presented sentences in Mandarin and English studied with fMRI.	Chee MW, Caplan D, Soon CS, Sriram N, Tan EW, Thiel T, Weekes B	1999	Neuron
10407201	10.1016/S0926-6410(99)00012-9	MNI	The time course of the BOLD response in the human auditory cortex to acoustic stimuli of different duration.	Jancke L, Buchanan T, Lutz K, Specht K, Mirzazade S, Shah NJ	1999	Brain research. Cognitive brain research
10426417	10.1093/cercor/9.4.379	TAL	The functional neuroanatomy of novelty processing: integrating ERP and fMRI results.	Opitz B, Mecklinger A, Friederici AD, von Cramon DY	1999	Cerebral cortex (New York, N.Y. : 1991)
10430955	10.1073/pnas.96.16.9403	MNI	Linear coupling between cerebral blood flow and oxygen consumption in activated human cortex.	Hoge RD, Atkinson J, Gill B, Crelier GR, Marrett S, Pike GB	1999	Proceedings of the National Academy of Sciences of the United States of America
10450888	10.1093/cercor/9.5.415	TAL	Electrophysiological studies of human face perception. I: Potentials generated in occipitotemporal cortex by face and non-face stimuli.	Allison T, Puce A, Spencer DD, McCarthy G	1999	Cerebral cortex (New York, N.Y. : 1991)
10450889	10.1093/cercor/9.5.431	TAL	Electrophysiological studies of human face perception. II: Response properties of face-specific potentials generated in occipitotemporal cortex.	McCarthy G, Puce A, Belger A, Allison T	1999	Cerebral cortex (New York, N.Y. : 1991)
10506099	10.1093/brain/122.10.1989	MNI	Brain structures related to active and passive finger movements in man.	Mima T, Sadato N, Yazawa S, Hanakawa T, Fukuyama H, Yonekura Y, Shibasaki H	1999	Brain : a journal of neurology
10531451		TAL	Areas involved in encoding and applying directional expectations to moving objects.	Shulman GL, Ollinger JM, Akbudak E, Conturo TE, Snyder AZ, Petersen SE, Corbetta M	1999	The Journal of neuroscience : the official journal of the Society for Neuroscience
10545400	10.1093/brain/122.11.2159	MNI	Perceptual differentiation and category effects in normal object recognition: a PET study.	Gerlach C, Law I, Gade A, Paulson OB	1999	Brain : a journal of neurology
10554989	10.1093/cercor/9.7.662	TAL	Tactile attention tasks enhance activation in somatosensory regions of parietal cortex: a positron emission tomography study.	Burton H, Abend NS, MacLeod AM, Sinclair RJ, Snyder AZ, Raichle ME	1999	Cerebral cortex (New York, N.Y. : 1991)
10554992	10.1093/cercor/9.7.697	TAL	When that tune runs through your head: a PET investigation of auditory imagery for familiar melodies.	Halpern AR, Zatorre RJ	1999	Cerebral cortex (New York, N.Y. : 1991)
10554993	10.1093/cercor/9.7.705	MNI	An anatomical landmark for the supplementary eye fields in human revealed with functional magnetic resonance imaging.	Grosbras MH, Lobel E, Van de Moortele PF, LeBihan D, Berthoz A	1999	Cerebral cortex (New York, N.Y. : 1991)
10557338	10.1073/pnas.96.23.13432	TAL	Differences in frontal cortical activation by a working memory task after substitution of risperidone for typical antipsychotic drugs in patients with schizophrenia.	Honey GD, Bullmore ET, Soni W, Varatheesan M, Williams SC, Sharma T	1999	Proceedings of the National Academy of Sciences of the United States of America
10559415		MNI	Neural representation of a rhythm depends on its interval ratio.	Sakai K, Hikosaka O, Miyauchi S, Takino R, Tamada T, Iwata NK, Nielsen M	1999	The Journal of neuroscience : the official journal of the Society for Neuroscience
10561425		TAL	Spatiotemporal activity of a cortical network for processing visual motion revealed by MEG and fMRI.	Ahlfors SP, Simpson GV, Dale AM, Belliveau JW, Liu AK, Korvenoja A, Virtanen J, Huotilainen M, Tootell RB, Aronen HJ, Ilmoniemi RJ	1999	Journal of neurophysiology
10571235	10.1016/S0896-6273(00)80855-7	MNI	Form and content: dissociating syntax and semantics in sentence comprehension.	Dapretto M, Bookheimer SY	1999	Neuron
10586971	10.1016/S0304-3940(99)00788-0	MNI	The role of the posterior parietal cortex in human object recognition: a functional magnetic resonance imaging study.	Sugio T, Inui T, Matsuo K, Matsuzawa M, Glover GH, Nakai T	1999	Neuroscience letters
10594068		MNI	Amygdala-hippocampal involvement in human aversive trace conditioning revealed through event-related functional magnetic resonance imaging.	Buchel C, Dolan RJ, Armony JL, Friston KJ	1999	The Journal of neuroscience : the official journal of the Society for Neuroscience
10600999	10.1093/cercor/9.8.805	MNI	The effects of age on the neural correlates of episodic encoding.	Grady CL, McIntosh AR, Rajah MN, Beig S, Craik FI	1999	Cerebral cortex (New York, N.Y. : 1991)
10601675	10.1016/S0304-3959(99)00190-6	MNI	Parietal and cingulate processes in central pain. A combined positron emission tomography (PET) and functional magnetic resonance imaging (fMRI) study of an unusual case.	Peyron R, Garcia-Larrea L, Gregoire MC, Convers P, Richard A, Lavenne F, Barral FG, Mauguiere F, Michel D, Laurent B	2000	Pain
10617288	10.1016/S0028-3932(99)00053-6	MNI	Reading the mind in cartoons and stories: an fMRI study of 'theory of mind' in verbal and nonverbal tasks.	Gallagher HL, Happe F, Brunswick N, Fletcher PC, Frith U, Frith CD	2000	Neuropsychologia
10624956	10.1016/S0896-6273(00)81040-5	MNI	Human cortical regions involved in extracting depth from motion.	Orban GA, Sunaert S, Todd JT, Van Hecke P, Marchal G	1999	Neuron
10632617		TAL	Neural systems underlying the recognition of familiar and newly learned faces.	Leveroni CL, Seidenberg M, Mayer AR, Mead LA, Binder JR, Rao SM	2000	The Journal of neuroscience : the official journal of the Society for Neuroscience
10634893		MNI	Cortical activity in precision- versus power-grip tasks: an fMRI study.	Ehrsson HH, Fagergren A, Jonsson T, Westling G, Johansson RS, Forssberg H	2000	Journal of neurophysiology
10639391	10.1093/cercor/10.1.2	TAL	Visual function and brain organization in non-decussating retinal-fugal fibre syndrome.	Victor JD, Apkarian P, Hirsch J, Conte MM, Packard M, Relkin NR, Kim KH, Shapley RM	2000	Cerebral cortex (New York, N.Y. : 1991)
10639399	10.1093/cercor/10.1.93	TAL	Functional dissociation between medial and lateral prefrontal cortical spatiotemporal activation in negative and positive emotions: a combined fMRI/MEG  study.	Northoff G, Richter A, Gessner M, Schlagenhauf F, Fell J, Baumgart F, Kaulisch T, Kotter R, Stephan KE, Leschinger A, Hagner T, Bargel B, Witzel T, Hinrichs H, Bogerts B, Scheich H, Heinze HJ	2000	Cerebral cortex (New York, N.Y. : 1991)
10643727	10.1002/(SICI)1097-0193(2000)9:1<26::AID-HBM3>3.0.CO;2-2	TAL	Event-related fMRI: comparison of conditions with varying BOLD overlap.	Pollmann S, Dove A, Yves von Cramon D, Wiggins CJ	2000	Human brain mapping
10648437	10.1093/brain/123.2.291	MNI	The visual word form area: spatial and temporal characterization of an initial stage of reading in normal subjects and posterior split-brain patients.	Cohen L, Dehaene S, Naccache L, Lehericy S, Dehaene-Lambertz G, Henaff MA, Michel F	2000	Brain : a journal of neurology
10651872	10.1046/j.1460-9568.2000.00905-2.x	MNI	The architecture of the colour centre in the human visual brain: new results and  a review.	Bartels A, Zeki S	2000	The European journal of neuroscience
10656524	10.1016/S1388-2457(99)00208-4	UNKNOWN	Systematic approach to dipole localization of interictal EEG spikes in children with extratemporal lobe epilepsies.	Ochi A, Otsubo H, Shirasawa A, Hunjan A, Sharma R, Bettings M, Rutka JT, Kamijo K, Yamazaki T, Wilson SB, Snead OC 3rd	2000	Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology
10666552	10.1016/S0926-6410(99)00033-6	MNI	Replication and further studies of neural mechanisms of spatial mnemonic processing in humans.	Zarahn E, Aguirre G, D'Esposito M	2000	Brain research. Cognitive brain research
10666559	10.1016/S0926-6410(99)00047-6	MNI	Functional asymmetry of human prefrontal cortex in verbal and non-verbal episodic memory as revealed by fMRI.	Iidaka T, Sadato N, Yamada H, Yonekura Y	2000	Brain research. Cognitive brain research
10666562	10.1016/S0926-6410(99)00029-4	TAL	Prefrontal cortex activation in task switching: an event-related fMRI study.	Dove A, Pollmann S, Schubert T, Wiggins CJ, von Cramon DY	2000	Brain research. Cognitive brain research
10669519		MNI	Human cerebellum plays an important role in memory-timed finger movement: an fMRI study.	Kawashima R, Okuda J, Umetsu A, Sugiura M, Inoue K, Suzuki K, Tabuchi M, Tsukiura T, Narayan SL, Nagasaka T, Yanagawa I, Fujii T, Takahashi S, Fukuda H, Yamadori A	2000	Journal of neurophysiology
10678698	10.1016/S0028-3932(99)00068-8	MNI	The calculating brain: an fMRI study.	Rickard TC, Romero SG, Basso G, Wharton C, Flitman S, Grafman J	2000	Neuropsychologia
10680764	10.1002/(SICI)1097-0193(200002)9:2<72::AID-HBM2>3.0.CO;2-9	MNI	Human brain areas involved in the analysis of auditory movement.	Griffiths TD, Green GG, Rees A, Rees G	2000	Human brain mapping
10683393	10.1016/S0028-3932(99)00098-6	MNI	Recoding, storage, rehearsal and grouping in verbal short-term memory: an fMRI study.	Henson RN, Burgess N, Frith CD	2000	Neuropsychologia
10684898		MNI	Conscious and unconscious processing of nonverbal predictability in Wernicke's area.	Bischoff-Grethe A, Proper SM, Mao H, Daniels KA, Berns GS	2000	The Journal of neuroscience : the official journal of the Society for Neuroscience
10686176	10.1093/brain/123.3.532	MNI	The neural correlates of 'deaf-hearing' in man: conscious sensory awareness enabled by attentional modulation.	Engelien A, Huber W, Silbersweig D, Stern E, Frith CD, Doring W, Thron A, Frackowiak RS	2000	Brain : a journal of neurology
10686183	10.1093/brain/123.3.620	TAL	Functional MRI evidence for a role of frontal and inferior temporal cortex in amodal components of priming.	Buckner RL, Koutstaal W, Schacter DL, Rosen BR	2000	Brain : a journal of neurology
10689056	10.1016/S0028-3932(99)00132-3	MNI	Orienting attention in time: behavioural and neuroanatomical distinction between  exogenous and endogenous shifts.	Coull JT, Frith CD, Buchel C, Nobre AC	2000	Neuropsychologia
10712490		TAL	Fast reaction to different sensory modalities activates common fields in the motor areas, but the anterior cingulate cortex is involved in the speed of reaction.	Naito E, Kinomura S, Geyer S, Kawashima R, Roland PE, Zilles K	2000	Journal of neurophysiology
10717412	10.1016/S0304-3940(00)00899-5	MNI	Neural substrates for depth perception of the Necker cube; a functional magnetic  resonance imaging study in human subjects.	Inui T, Tanaka S, Okada T, Nishizawa S, Katayama M, Konishi J	2000	Neuroscience letters
10725372	10.1073/pnas.97.7.3573	MNI	A resource model of the neural basis of executive working memory.	Bunge SA, Klingberg T, Jacobsen RB, Gabrieli JD	2000	Proceedings of the National Academy of Sciences of the United States of America
10729350		MNI	What and when: parallel and convergent processing in motor control.	Sakai K, Hikosaka O, Takino R, Miyauchi S, Nielsen M, Tamada T	2000	The Journal of neuroscience : the official journal of the Society for Neuroscience
10734010	10.1093/brain/123.4.790	MNI	Essential role of the right superior parietal cortex in Japanese kana mirror reading: An fMRI study.	Dong Y, Fukuyama H, Honda M, Okada T, Hanakawa T, Nakamura K, Nagahama Y, Nagamine T, Konishi J, Shibasaki H	2000	Brain : a journal of neurology
10751455		MNI	Neural activity relating to generation and representation of galvanic skin conductance responses: a functional magnetic resonance imaging study.	Critchley HD, Elliott R, Mathias CJ, Dolan RJ	2000	The Journal of neuroscience : the official journal of the Society for Neuroscience
10774738	10.1016/S0896-6273(00)81073-9	MNI	A stimulus-driven approach to object identity and location processing in the human brain.	Marois R, Leung HC, Gore JC	2000	Neuron
10775540	10.1093/brain/123.5.954	MNI	Participation of the left posterior inferior temporal cortex in writing and mental recall of kanji orthography: A functional MRI study.	Nakamura K, Honda M, Okada T, Hanakawa T, Toma K, Fukuyama H, Konishi J, Shibasaki H	2000	Brain : a journal of neurology
10792453	10.1046/j.1460-9568.2000.00064.x	MNI	Differential amygdala responses to winning and losing: a functional magnetic resonance imaging study in humans.	Zalla T, Koechlin E, Pietrini P, Basso G, Aquino P, Sirigu A, Grafman J	2000	The European journal of neuroscience
10805701		MNI	Selective spatial attention in vision and touch: unimodal and multimodal mechanisms revealed by PET.	Macaluso E, Frith C, Driver J	2000	Journal of neurophysiology
10805707		MNI	Responses to rare visual target and distractor stimuli using event-related fMRI.	Clark VP, Fannon S, Lai S, Benson R, Bauer L	2000	Journal of neurophysiology
10808134	10.1016/S0926-6410(99)00060-9	MNI	Recognition of emotional prosody and verbal components of spoken language: an fMRI study.	Buchanan TW, Lutz K, Mirzazade S, Specht K, Shah NJ, Zilles K, Jancke L	2000	Brain research. Cognitive brain research
10838149	10.1016/S0028-3932(00)00025-7	UNKNOWN	Cortical activity during rotational and linear transformations.	Barnes J, Howard RJ, Senior C, Brammer M, Bullmore ET, Simmons A, Woodruff P, David AS	2000	Neuropsychologia
10847597	10.1093/cercor/10.5.473	TAL	Matching two imagined clocks: the functional anatomy of spatial analysis in the absence of visual stimulation.	Trojano L, Grossi D, Linden DE, Formisano E, Hacker H, Zanella FE, Goebel R, Di Salle F	2000	Cerebral cortex (New York, N.Y. : 1991)
10847601	10.1093/cercor/10.5.512	UNKNOWN	Human temporal lobe activation by speech and nonspeech sounds.	Binder JR, Frost JA, Hammeke TA, Bellgowan PS, Springer JA, Kaufman JN, Possing ET	2000	Cerebral cortex (New York, N.Y. : 1991)
10848570		MNI	Inaudible high-frequency sounds affect brain activity: hypersonic effect.	Oohashi T, Nishina E, Honda M, Yonekura Y, Fuwamoto Y, Kawai N, Maekawa T, Nakamura S, Fukuyama H, Shibasaki H	2000	Journal of neurophysiology
10858628	10.1016/S0920-9964(99)00155-3	TAL	Reduced anterior cingulate gyrus volume correlates with executive dysfunction in  men with first-episode schizophrenia.	Szeszko PR, Bilder RM, Lencz T, Ashtari M, Goldman RS, Reiter G, Wu H, Lieberman JA	2000	Schizophrenia research
10859133	10.1093/cercor/10.6.552	MNI	An event-related functional MRI study of the stroop color word interference task.	Leung HC, Skudlarski P, Gatenby JC, Peterson BS, Gore JC	2000	Cerebral cortex (New York, N.Y. : 1991)
10859136	10.1093/cercor/10.6.585	TAL	A parametric manipulation of central executive functioning.	Garavan H, Ross TJ, Li SJ, Stein EA	2000	Cerebral cortex (New York, N.Y. : 1991)
10861020	10.1073/pnas.97.13.7591	MNI	Attentional modulation of effective connectivity from V2 to V5/MT in humans.	Friston KJ, Buchel C	2000	Proceedings of the National Academy of Sciences of the United States of America
10863028	10.1016/S0304-3940(00)01160-5	MNI	Hemispheric lateralization at different levels of human auditory word processing: a functional magnetic resonance imaging study.	Zahn R, Huber W, Drews E, Erberich S, Krings T, Willmes K, Schwarz M	2000	Neuroscience letters
10864232	10.1002/(SICI)1097-0193(200006)10:2<80::AID-HBM40>3.0.CO;2-2	TAL	Hemispheric preference in visuospatial processing: a complementary approach with  fMRI and lesion studies.	Ng VW, Eslinger PJ, Williams SC, Brammer MJ, Bullmore ET, Andrew CM, Suckling J, Morris RG, Benton AL	2000	Human brain mapping
10865104	10.1016/S0028-3932(00)00033-6	MNI	Motor response suppression and the prepotent tendency to respond: a parametric fMRI study.	de Zubicaray GI, Andrew C, Zelaya FO, Williams SC, Dumanoir C	2000	Neuropsychologia
10865105	10.1016/S0028-3932(00)00026-9	TAL	Cerebral regions associated with verbal response initiation, suppression and strategy use.	de Zubicaray GI, Zelaya FO, Andrew C, Williams SC, Bullmore ET	2000	Neuropsychologia
10865107	10.1016/S0028-3932(00)00014-2	MNI	Hemispheric asymmetries and individual differences in visual concept learning as  measured by functional MRI.	Seger CA, Poldrack RA, Prabhakaran V, Zhao M, Glover GH, Gabrieli JD	2000	Neuropsychologia
10869575	10.1016/S0028-3932(00)00054-3	MNI	Interhemispheric transfer of language in patients with left frontal cerebral arteriovenous malformation.	Lazar RM, Marshall RS, Pile-Spellman J, Duong HC, Mohr JP, Young WL, Solomon RL, Perera GM, DeLaPaz RL	2000	Neuropsychologia
10899227		TAL	Segregation of somatosensory activation in the human rolandic cortex using fMRI.	Moore CI, Stern CE, Corkin S, Fischl B, Gray AC, Rosen BR, Dale AM	2000	Journal of neurophysiology
10900023	10.1073/pnas.97.15.8728	UNKNOWN	Dissociation of response conflict, attentional selection, and expectancy with functional magnetic resonance imaging.	Casey BJ, Thomas KM, Welsh TF, Badgaiyan RD, Eccard CH, Jennings JR, Crone EA	2000	Proceedings of the National Academy of Sciences of the United States of America
10906316	10.1093/cercor/10.7.698	TAL	Segregating semantic and syntactic aspects of processing in the human brain: an fMRI investigation of different word types.	Friederici AD, Opitz B, von Cramon DY	2000	Cerebral cortex (New York, N.Y. : 1991)
10906317	10.1093/cercor/10.7.706	MNI	Maintaining and shifting attention within left or right hemifield.	Vandenberghe R, Duncan J, Arnell KM, Bishop SJ, Herrod NJ, Owen AM, Minhas PS, Dupont P, Pickard JD, Orban GA	2000	Cerebral cortex (New York, N.Y. : 1991)
10908189	10.1093/brain/123.8.1589	MNI	Auditory processing in the vegetative state.	Laureys S, Faymonville ME, Degueldre C, Fiore GD, Damas P, Lambermont B, Janssens N, Aerts J, Franck G, Luxen A, Moonen G, Lamy M, Maquet P	2000	Brain : a journal of neurology
10908192	10.1093/brain/123.8.1624	MNI	Unconscious activation of visual cortex in the damaged right hemisphere of a parietal patient with extinction.	Rees G, Wojciulik E, Clarke K, Husain M, Frith C, Driver J	2000	Brain : a journal of neurology
